,Quarters,Wins,Losses,Win%,Loss%,Total Win,Total Loss,Avg Win,Avg Loss,Total Avg Profit
0,201312-201403,134,28,82.71604938271605,17.28395061728395,13172.428073024614,-686.9806515104407,98.30170203749712,-24.535023268230024,77.07066309576649
1,201403-201406,225,152,59.6816976127321,40.318302387267906,16257.499738853774,-4335.1107433018715,72.25555439490566,-28.520465416459682,31.624373993506374
2,201406-201409,87,56,60.83916083916085,39.16083916083916,4690.605862896661,-1380.524845016069,53.915009918352425,-24.652229375286947,23.147419705458688
3,201409-201412,76,50,60.317460317460316,39.682539682539684,4513.537030251275,-941.910225155019,59.388645134885195,-18.838204503100382,28.34624448489092
4,201412-201503,56,76,42.42424242424242,57.57575757575758,2590.920975107194,-1860.949544898817,46.266445984057036,-24.486178222352855,5.530086592487704
5,201503-201506,53,27,66.25,33.75,3693.802909879128,-653.074641114917,69.69439452602128,-24.18794967092285,38.00910335955264
6,201506-201509,87,32,73.10924369747899,26.89075630252101,5052.9959246667295,-596.6857786674902,58.08041292720379,-18.64643058335907,37.447984420161674
7,201509-201512,62,64,49.2063492063492,50.79365079365079,2477.1123471992096,-1500.1310249878788,39.95342495482596,-23.439547265435607,7.753820017550244
8,201512-201603,47,9,83.92857142857143,16.071428571428573,3166.635458193824,-157.65433338658988,67.37522251476221,-17.51714815406554,53.73180580012918
9,201603-201606,118,30,79.72972972972973,20.27027027027027,6901.098893602534,-523.1555872358198,58.483888928835036,-17.438519574527326,43.09421152950483
10,201606-201609,123,48,71.9298245614035,28.07017543859649,7495.872904255254,-803.0791223481556,60.94205613215654,-16.730815048919908,39.13914492343333
11,201609-201612,35,6,85.36585365853658,14.634146341463413,2214.0544704835465,-104.46364203892387,63.258699156672755,-17.41060700648731,51.45343484011275
12,201612-201703,117,65,64.28571428571429,35.714285714285715,8040.178677069234,-1488.45206058498,68.71947587238662,-22.899262470538154,35.99849789277063
13,201703-201706,80,103,43.71584699453552,56.284153005464475,4356.321406117616,-2872.0139970690093,54.4540175764702,-27.883631039504944,8.11096944835304
14,201706-201709,50,80,38.46153846153847,61.53846153846154,1988.6008307025527,-2410.1237597693557,39.772016614051054,-30.126546997116947,-3.2424840697446387
15,201709-201712,67,302,18.157181571815716,81.84281842818429,1826.414216299059,-10622.491833297074,27.25991367610536,-35.17381401753998,-23.837608718151802
16,201712-201803,49,91,35.0,65.0,1621.7298503617556,-2378.9110660312717,33.096527558403174,-26.141879846497492,-5.408437254782259
17,201803-201806,43,90,32.33082706766917,67.66917293233082,1374.5264805420602,-2910.3556724792584,31.965732105629307,-32.337285249769536,-11.547587909302242
18,201806-201809,41,96,29.927007299270077,70.07299270072993,921.6574477725874,-3276.787233907714,22.47944994567286,-34.13320035320535,-17.19072836594983
19,201809-201812,25,62,28.735632183908045,71.26436781609196,786.6210163950492,-2230.761978809,31.464840655801968,-35.98003191627419,-16.59932140705691
20,201812-201903,15,151,9.036144578313253,90.96385542168674,382.8312158565191,-7363.668018575703,25.522081057101275,-48.76601336805101,-42.053233751320384
21,201903-201906,26,101,20.47244094488189,79.52755905511812,1232.7958556587416,-3666.4477843694362,47.41522521764391,-36.30146321157858,-19.162613611895235
22,201906-201909,46,41,52.87356321839081,47.12643678160919,3703.159140552021,-1208.904233877775,80.50345957721785,-29.48546911897012,28.669596628439614
23,201909-201912,103,39,72.53521126760563,27.464788732394368,6806.063969162523,-731.1514933362959,66.07829096274294,-18.74747418811015,42.78107377342413
24,201912-202003,109,2,98.1981981981982,1.8018018018018018,18593.98254402036,-19.05943025101741,170.58699581670055,-9.529715125508705,167.3416496735977
