,Quarters,Wins,Losses,Win%,Loss%,Total Win,Total Loss,Avg Win,Avg Loss,Total Avg Profit
0,201312-201403,29,9,76.31578947368422,23.684210526315788,2591.3689065898534,-187.8239760762947,89.3575485030984,-20.869330675143857,63.25118238193575
1,201403-201406,48,45,51.61290322580645,48.38709677419355,2898.39884541802,-1291.1038330491726,60.38330927954208,-28.691196289981615,17.28274206848223
2,201406-201409,27,12,69.23076923076923,30.76923076923077,1517.0355213881232,-262.67334000655546,56.186500792152714,-21.88944500054629,32.16313285593763
3,201409-201412,15,17,46.875,53.125,869.1044638183372,-358.64508857885403,57.94029758788915,-21.09676991640318,15.951855476233849
4,201412-201503,14,16,46.666666666666664,53.333333333333336,441.165513127845,-402.7095287885743,31.51182236627464,-25.169345549285893,1.2818661446423563
5,201503-201506,11,7,61.111111111111114,38.88888888888889,712.7742429900195,-51.06939653606392,64.79765845363814,-7.29562807658056,36.76138035855309
6,201506-201509,26,10,72.22222222222221,27.77777777777778,1609.5533129502128,-132.31155920072976,61.90589665193126,-13.231155920072975,41.034493159707864
7,201509-201512,20,15,57.14285714285714,42.857142857142854,729.5809848040899,-351.41571698873383,36.479049240204496,-23.42771446591559,10.804721937581602
8,201512-201603,14,3,82.35294117647058,17.647058823529413,628.1062581990428,-51.559506279133906,44.86473272850306,-17.186502093044634,33.914514818818176
9,201603-201606,27,3,90.0,10.0,1416.4346626970434,-72.57269181527741,52.46054306285346,-24.190897271759138,44.7953990293922
10,201606-201609,27,10,72.97297297297297,27.027027027027028,1313.8640096442382,-196.59843934207976,48.661629986823634,-19.659843934207977,30.1963667649232
11,201609-201612,6,3,66.66666666666666,33.33333333333333,420.0190465127003,-36.23193631915879,70.00317441878339,-12.077312106386264,42.64301224372683
12,201612-201703,36,13,73.46938775510205,26.53061224489796,1866.7009131541479,-264.514087999336,51.852803143170775,-20.347237538410464,32.697690309281874
13,201703-201706,21,19,52.5,47.5,1797.7370757925744,-379.8102352694538,85.60652741869401,-19.99001238260283,35.44817101307801
14,201706-201709,12,20,37.5,62.5,489.54570313024743,-574.4284197447239,40.795475260853955,-28.721420987236193,-2.6525848942023895
15,201709-201712,15,68,18.072289156626507,81.92771084337349,456.887183447471,-2140.0741022623774,30.459145563164732,-31.471677974446727,-20.279360467649475
16,201712-201803,12,15,44.44444444444444,55.55555555555556,280.81995792839564,-386.3508579730531,23.401663160699638,-25.756723864870207,-3.9085518535058323
17,201803-201806,15,18,45.45454545454545,54.54545454545454,470.8023285674039,-518.9048987889663,31.386821904493594,-28.82804993272035,-1.457653643077649
18,201806-201809,7,16,30.434782608695656,69.56521739130434,186.7955246743308,-737.6217821406626,26.68507495347583,-46.101361383791414,-23.948967715927466
19,201809-201812,7,18,28.000000000000004,72.0,165.67377296094887,-718.3230020049223,23.667681851564122,-39.906833444717904,-22.105969161758935
20,201812-201903,4,28,12.5,87.5,116.54848762295305,-1455.9598945663765,29.13712190573826,-51.99856766308488,-41.85660646698199
21,201903-201906,6,30,16.666666666666664,83.33333333333334,116.67448754133655,-908.4778574681629,19.44574792355609,-30.282595248938765,-21.994538053522955
22,201906-201909,14,11,56.00000000000001,44.0,838.128309156831,-411.1056462549726,59.8663077969165,-37.373240568633875,17.080906516074336
23,201909-201912,18,9,66.66666666666666,33.33333333333333,1004.5682597488423,-160.3439701425235,55.80934776382457,-17.81599668250261,31.26756628171551
24,201912-202003,21,0,100.0,0.0,2688.78515891037,0.0,128.03738851954142,0.0,128.03738851954142
