,Quarters,Wins,Losses,Win%,Loss%,Total Win,Total Loss,Avg Win,Avg Loss,Total Avg Profit
0,201312-201403,192,36,84.21052631578947,15.789473684210526,18355.746394139307,-682.4091394407263,95.60284580280889,-18.955809428909063,77.51463708201132
1,201403-201406,170,119,58.82352941176471,41.17647058823529,10225.76424187978,-3605.7091671934513,60.151554363998706,-30.300077035239088,22.906764964312558
2,201406-201409,148,122,54.81481481481482,45.18518518518518,7000.2253632617085,-3056.790894577461,47.29882002203857,-25.05566307030706,14.605312846978693
3,201409-201412,147,88,62.5531914893617,37.4468085106383,6375.899557462594,-1799.0674887106222,43.37346637729656,-20.44394873534798,19.47588114362541
4,201412-201503,100,155,39.21568627450981,60.78431372549019,4581.0347765660845,-3851.6348257072245,45.81034776566084,-24.84925694004661,2.860391964152392
5,201503-201506,112,101,52.58215962441315,47.417840375586856,5143.17836377013,-2188.344496800357,45.92123539080473,-21.66677719604314,13.872459469341658
6,201506-201509,107,75,58.791208791208796,41.208791208791204,4288.259804983157,-1436.2386366068156,40.077194439094924,-19.149848488090875,15.670445980089786
7,201509-201512,109,87,55.61224489795919,44.38775510204081,3622.854358279577,-1971.5483860005825,33.237195947519055,-22.66147570115612,8.425030470811196
8,201512-201603,274,86,76.11111111111111,23.88888888888889,15639.92675580773,-1662.6640881804012,57.08002465623259,-19.333303350934898,38.825729632298135
9,201603-201606,203,75,73.02158273381295,26.978417266187048,10864.953454967772,-1376.250520852789,53.521938201811686,-18.350006944703853,34.13202494285965
10,201606-201609,211,84,71.52542372881356,28.474576271186443,11189.844810065071,-1645.763129527571,53.0324398581283,-19.59241820866156,32.35281925605932
11,201609-201612,225,25,90.0,10.0,19740.277826332294,-412.42417561951925,87.73456811703242,-16.49696702478077,77.3114146028511
12,201612-201703,156,114,57.77777777777777,42.22222222222222,6774.85239281961,-2715.5933643041985,43.42854097961288,-23.82099442372104,15.034292698205228
13,201703-201706,116,162,41.726618705035975,58.27338129496403,5170.081649686074,-4636.9593938051785,44.569669393845466,-28.62320613459987,1.9177059564061003
14,201706-201709,75,160,31.914893617021278,68.08510638297872,3106.953697385105,-5110.883805128244,41.426049298468065,-31.943023782051522,-8.527362160609101
15,201709-201712,44,239,15.547703180212014,84.45229681978799,1386.0854088796127,-8587.583138440365,31.50194111090029,-35.93131020267935,-25.446988443677565
16,201712-201803,76,219,25.76271186440678,74.23728813559322,2340.9382266550783,-6888.637402716002,30.801818771777345,-31.454965309205488,-15.415929410376012
17,201803-201806,51,147,25.757575757575758,74.24242424242425,1145.2786183628532,-4655.153502107958,22.456443497310847,-31.667710898693592,-17.726640826995478
18,201806-201809,48,119,28.74251497005988,71.25748502994011,1211.255184019611,-4037.1152115537357,25.234483000408563,-33.925337912216264,-16.92131753014446
19,201809-201812,42,107,28.187919463087248,71.81208053691275,1318.7023620598147,-3927.8190003281447,31.397675287138448,-36.7085887881135,-17.51084992126396
20,201812-201903,21,192,9.859154929577464,90.14084507042254,332.8782048901667,-9527.41862440218,15.851343090007939,-49.62197200209469,-43.16685642963387
21,201903-201906,37,142,20.670391061452513,79.3296089385475,1407.0747216928899,-4929.015019222908,38.029046532240265,-34.71137337480921,-19.675644120279433
22,201906-201909,64,64,50.0,50.0,4288.955462797899,-1584.0845775401872,67.01492910621717,-24.751321524065425,21.13180379107587
23,201909-201912,104,54,65.82278481012658,34.177215189873415,5893.34581631474,-785.6529267319785,56.66678669533404,-14.549128272814416,32.32717018723267
24,201912-202003,111,0,100.0,0.0,15382.755180054535,0.0,138.5833800004913,0.0,138.5833800004913
