,Quarters,Wins,Losses,Win%,Loss%,Total Win,Total Loss,Avg Win,Avg Loss,Total Avg Profit
0,201312-201403,420,115,78.50467289719626,21.49532710280374,50504.22591240445,-2350.4529465769697,120.2481569342963,-20.438721274582345,90.00705227257474
1,201403-201406,262,207,55.863539445628994,44.136460554371006,20696.582406557794,-6142.946969073375,78.99458933800685,-29.67607231436413,31.031205623634158
2,201406-201409,248,224,52.54237288135594,47.45762711864407,14816.71951267591,-5489.343381419007,59.74483674466093,-24.505997238477708,19.761390108595137
3,201409-201412,326,150,68.4873949579832,31.512605042016805,20353.880732786813,-2964.7734593566784,62.43521697173869,-19.765156395711188,36.53173796939104
4,201412-201503,277,256,51.969981238273924,48.030018761726076,18414.22846130647,-5794.37981826909,66.47735906608834,-22.634296165113632,23.677014339657372
5,201503-201506,336,168,66.66666666666666,33.33333333333333,22779.150614975482,-3089.32588991956,67.79509111599846,-18.388844582854524,39.06711254971413
6,201506-201509,329,133,71.21212121212122,28.78787878787879,22628.001980034842,-2582.302186706318,68.77812151986274,-19.415805915085098,43.38896059162018
7,201509-201512,56,42,57.14285714285714,42.857142857142854,3016.2375761435533,-1138.8178899466106,53.86138528827774,-27.114711665395493,19.157343736703496
8,201512-201603,380,92,80.50847457627118,19.491525423728813,28305.431199495368,-1657.003712569604,74.48797684077728,-18.010909919234827,56.4585328112834
9,201603-201606,347,111,75.764192139738,24.23580786026201,22161.20872138256,-2225.670087484074,63.86515481666444,-20.051081869225893,43.52737692990936
10,201606-201609,296,129,69.6470588235294,30.352941176470587,19541.22809599511,-2842.4583311924125,66.01766248646996,-22.034560706917926,39.29122297600634
11,201609-201612,377,62,85.87699316628702,14.123006833712983,36210.270887665465,-1337.4858431621972,96.04846389301184,-21.572352309067696,79.43686798292316
12,201612-201703,255,201,55.92105263157895,44.07894736842105,14593.496987513965,-4646.805435424794,57.229399951035155,-23.118435002113404,21.81292007037099
13,201703-201706,182,247,42.42424242424242,57.57575757575758,7896.0693486192995,-6807.462552798579,43.38499642098516,-27.560577136836354,2.537544978603078
14,201706-201709,131,312,29.571106094808126,70.42889390519187,5504.982381933123,-10315.757713059022,42.02276627429865,-33.0633260033943,-10.859537993512186
15,201709-201712,62,432,12.550607287449392,87.4493927125506,2433.188557007707,-16285.098451931179,39.244976725930755,-37.696987157248095,-28.040303431019176
16,201712-201803,113,365,23.640167364016737,76.35983263598327,3917.4387404556333,-11752.955152929739,34.6675994730587,-32.19987713131435,-16.39229374994583
17,201803-201806,111,363,23.417721518987342,76.58227848101265,3715.7050046352115,-12229.194461807687,33.47481986157848,-33.68924094161897,-17.960948221882862
18,201806-201809,103,404,20.315581854043394,79.6844181459566,2844.180466285951,-14284.10679433204,27.613402585300495,-35.356699985970394,-22.563957254528777
19,201809-201812,103,415,19.884169884169882,80.11583011583011,2857.3054509023355,-15275.18338768662,27.740829620411024,-36.8076708137027,-23.97273732969939
20,201812-201903,22,459,4.5738045738045745,95.42619542619542,597.5544461380582,-24247.96878097432,27.1615657335481,-52.82781869493316,-49.16926057138515
21,201903-201906,134,378,26.171875,73.828125,7118.234109979967,-12113.27082956828,53.12115007447736,-32.045690025312915,-9.755931092945925
22,201906-201909,275,352,43.859649122807014,56.14035087719298,18133.630986553362,-9190.419740064835,65.9404763147395,-26.109146988820555,14.263494810986487
23,201909-201912,380,134,73.92996108949417,26.07003891050584,28015.224136896337,-2264.186599586774,73.72427404446404,-16.89691492228936,50.09929481966841
24,201912-202003,500,12,97.65625,2.34375,77552.21802752855,-201.5987750509952,155.1044360550571,-16.799897920916266,151.07542822749522
